subj,session,feedType,trial,length,tarCat,respSE,respRT
122104,4,1,57,15,-1,-1,491
122104,4,1,58,38,-1,-1,332
122104,4,1,59,7,-1,1,692
122104,4,1,60,26,-1,-1,347
122104,4,1,61,34,1,-1,724
122104,4,1,62,26,1,1,272
122104,4,1,63,24,-1,1,530
122104,4,1,64,25,1,-1,266
122104,4,1,65,39,1,1,371
122104,4,1,66,32,1,-1,395
122104,4,1,67,25,-1,1,219
122104,4,1,68,16,-1,-1,427
122104,4,1,69,33,-1,-1,579
122104,4,1,70,36,-1,-1,420
122104,4,1,71,17,-1,-1,570
122104,4,1,72,35,1,-1,268
122104,4,1,73,50,1,1,187
122104,4,1,74,12,-1,1,131
122104,4,1,75,45,1,-1,491
122104,4,1,76,38,-1,1,355
122104,4,1,77,31,1,-1,443
122104,4,1,78,27,-1,1,252
122104,4,1,79,54,1,-1,434
122104,4,1,80,37,-1,1,243
122104,4,1,81,44,1,-1,409
122104,4,1,82,32,-1,1,259
122104,4,1,83,26,-1,-1,404
122104,4,1,84,21,-1,-1,401
122104,4,1,85,23,-1,-1,226
122104,4,1,86,37,1,-1,140
122104,4,1,87,23,-1,-1,202
122104,4,1,88,31,1,-1,356
122104,4,1,89,18,-1,1,236
122104,4,1,90,55,1,-1,497
122104,4,1,91,39,1,1,291
122104,4,1,92,30,1,-1,338
122104,4,1,93,34,-1,1,210
122104,4,1,94,29,1,1,299
122104,4,1,95,25,-1,1,280
122104,4,1,96,22,-1,-1,171
122104,4,1,97,22,-1,-1,331
122104,4,1,98,21,-1,-1,643
122104,4,1,99,38,1,-1,697
122104,4,1,100,32,-1,1,498
122104,4,1,101,23,-1,-1,372
122104,4,1,102,30,-1,-1,266
122104,4,1,103,28,-1,-1,364
122104,4,1,104,46,1,-1,258
122104,4,1,105,27,1,1,715
122104,4,1,106,37,-1,1,281
122104,4,1,107,35,-1,-1,587
122104,4,1,108,40,1,1,393
122104,4,1,109,24,1,1,995
122104,4,1,110,28,1,1,492
122104,4,1,111,23,1,1,362
122104,4,1,112,20,-1,1,83
122104,4,1,113,39,1,1,867
122104,4,1,114,46,-1,1,971
122104,4,1,115,36,1,-1,514
122104,4,1,116,39,-1,1,1155
122104,4,1,117,44,-1,1,620
122104,4,1,118,22,1,1,602
122104,4,1,119,38,1,1,1284
122104,4,1,120,41,1,1,876
122104,4,1,121,28,1,1,794
122104,4,1,122,48,1,-1,715
122104,4,1,123,30,-1,1,953
122104,4,1,124,27,-1,-1,683
122104,4,1,125,30,1,-1,652
122104,4,1,126,46,1,1,1522
122104,4,1,127,45,-1,1,1075
122104,4,1,128,43,-1,-1,883
122104,4,1,129,49,1,-1,763
122104,4,1,130,53,1,1,947
122104,4,1,131,34,-1,1,674
122104,4,1,132,32,-1,-1,979
122104,4,1,133,10,-1,1,1059
122104,4,1,134,18,1,-1,1819
122104,4,1,135,29,-1,1,1211
122104,4,1,136,30,-1,-1,1163
122104,4,1,137,33,-1,-1,379
122104,4,1,138,26,-1,-1,315
122104,4,1,139,28,-1,-1,786
122104,4,1,140,28,-1,-1,692
122104,4,1,141,32,1,-1,642
122104,4,1,142,36,1,1,1018
122104,4,1,143,26,1,1,731
122104,4,1,144,40,1,1,771
122104,4,1,145,24,1,1,331
122104,4,1,146,9,-1,1,323
122104,4,1,147,35,1,-1,804
122104,4,1,148,34,1,1,1223
122104,4,1,149,16,-1,1,1386
122104,4,1,150,38,1,-1,1132
122104,4,1,151,31,-1,1,963
122104,4,1,152,25,1,1,1186
122104,4,1,153,45,1,-1,1035
122104,4,1,154,13,-1,-1,1058
122104,4,1,155,47,1,-1,643
122104,4,1,156,31,1,1,1315
122104,4,1,157,44,1,1,1292
122104,4,1,158,33,1,1,723
122104,4,1,159,36,1,1,723
122104,4,1,160,6,-1,-1,659
122104,5,1,1,19,1,1,585
122104,5,1,2,27,-1,1,791
122104,5,1,3,45,-1,-1,806
122104,5,1,4,14,-1,1,618
122104,5,1,5,48,1,1,1210
122104,5,1,6,25,-1,-1,1026
122104,5,1,7,32,1,-1,1185
122104,5,1,8,31,1,1,1363
122104,5,1,9,36,1,1,872
122104,5,1,10,37,1,1,674
122104,5,1,11,39,-1,1,611
122104,5,1,12,17,-1,-1,1185
122104,5,1,13,24,-1,-1,1260
122104,5,1,14,10,-1,-1,883
122104,5,1,15,37,1,1,954
122104,5,1,16,21,1,1,1722
122104,5,1,17,22,1,1,642
122104,5,1,18,35,1,-1,913
122104,5,1,19,16,1,-1,930
122104,5,1,20,25,1,1,859
122104,5,1,21,26,1,1,737
122104,5,1,22,23,-1,1,484
122104,5,1,23,16,-1,-1,656
122104,5,1,24,43,1,-1,1137
122104,5,1,25,31,-1,1,1010
122104,5,1,26,24,1,-1,668
122104,5,1,27,31,-1,1,570
122104,5,1,28,15,-1,1,1713
122104,5,1,29,23,1,-1,730
122104,5,1,30,36,-1,1,731
122104,5,1,31,14,1,1,671
122104,5,1,32,32,-1,-1,850
122104,5,1,33,16,-1,1,873
122104,5,1,34,20,-1,-1,569
122104,5,1,35,36,1,1,970
122104,5,1,36,19,-1,-1,1401
122104,5,1,37,44,1,-1,1264
122104,5,1,38,45,1,1,987
122104,5,1,39,43,-1,1,666
122104,5,1,40,22,-1,-1,524
122104,5,1,41,30,-1,-1,619
122104,5,1,42,38,-1,-1,570
122104,5,1,43,7,-1,1,830
122104,5,1,44,28,-1,1,953
122104,5,1,45,22,1,-1,969
122104,5,1,46,47,1,-1,841
122104,5,1,47,12,-1,-1,1284
122104,5,1,48,34,-1,1,856
122104,5,1,49,33,1,-1,983
122104,5,1,50,28,-1,1,912
122104,5,1,51,23,-1,1,409
122104,5,1,52,26,1,-1,771
122104,5,1,53,36,-1,1,346
122104,5,1,54,29,-1,-1,1595
122104,5,1,55,34,1,-1,583
122104,5,1,56,38,1,1,538
122104,5,1,57,40,1,1,865
122104,5,1,58,18,-1,-1,1090
122104,5,1,59,11,-1,-1,1419
122104,5,1,60,28,1,1,946
122104,5,1,61,39,1,1,1106
122104,5,1,62,40,-1,1,804
122104,5,1,63,23,1,1,1091
122104,5,1,64,43,1,-1,1675
122104,5,1,65,34,1,1,1233
122104,5,1,66,31,1,1,679
122104,5,1,67,9,-1,-1,920
122104,5,1,68,31,-1,1,506
122104,5,1,69,42,1,-1,1322
122104,5,1,70,18,-1,1,1410
122104,5,1,71,25,-1,1,1058
122104,5,1,72,29,-1,-1,691
122104,5,1,73,39,1,-1,827
122104,5,1,74,22,-1,-1,1056
122104,5,1,75,35,-1,1,1251
122104,5,1,76,38,-1,-1,652
122104,5,1,77,38,1,-1,584
122104,5,1,78,27,1,1,667
122104,5,1,79,33,1,1,664
122104,5,1,80,30,1,1,649
122104,5,1,81,25,1,1,602
122104,5,1,82,17,1,-1,1115
122104,5,1,83,15,1,1,959
122104,5,1,84,24,1,1,448
122104,5,1,85,39,1,1,1066
122104,5,1,86,49,1,-1,689
122104,5,1,87,32,-1,-1,984
122104,5,1,88,21,-1,-1,1042
122104,5,1,89,53,1,1,849
122104,5,1,90,24,-1,-1,689
122104,5,1,91,25,-1,-1,616
122104,5,1,92,28,1,-1,650
122104,5,1,93,37,-1,1,514
122104,5,1,94,50,1,1,1066
122104,5,1,95,20,-1,-1,880
122104,5,1,96,35,1,1,680
122104,5,1,97,47,-1,1,956
122104,5,1,98,33,1,-1,1291
122104,5,1,99,26,-1,-1,1323
122104,5,1,100,46,1,1,1322
122104,5,1,101,32,1,1,634
122104,5,1,102,24,-1,-1,930
122104,5,1,103,37,-1,1,721
122104,5,1,104,46,1,-1,561
122104,5,1,105,46,-1,1,626
122104,5,1,106,8,-1,1,1127
122104,5,1,107,33,-1,-1,730
122104,5,1,108,34,-1,-1,1135
122104,5,1,109,41,1,1,1034
122104,5,1,110,51,1,-1,969
122104,5,1,111,27,-1,1,674
122104,5,1,112,35,-1,-1,1071
122104,5,1,113,29,1,-1,1034
122104,5,1,114,28,-1,1,802
122104,5,1,115,30,1,-1,676
122104,5,1,116,37,1,1,657
122104,5,1,117,40,1,-1,811
122104,5,1,118,47,1,-1,727
122104,5,1,119,33,-1,1,610
122104,5,1,120,17,-1,1,899
122104,5,1,121,6,-1,-1,787
122104,5,1,122,18,1,-1,1424
122104,5,1,123,29,1,1,931
122104,5,1,124,13,-1,1,1172
122104,5,1,125,21,-1,-1,1554
122104,5,1,126,23,-1,-1,968
122104,5,1,127,21,-1,-1,586
122104,5,1,128,44,-1,1,688
122104,5,1,129,41,1,-1,859
122104,5,1,130,29,-1,1,715
122104,5,1,131,27,1,-1,810
122104,5,1,132,52,1,-1,763
122104,5,1,133,15,-1,1,1130
122104,5,1,134,20,1,-1,753
122104,5,1,135,26,-1,-1,1
122104,5,1,136,32,-1,-1,566
122104,5,1,137,31,1,-1,674
122104,5,1,138,40,1,-1,641
122104,5,1,139,44,1,1,641
122104,5,1,140,42,1,1,682
122104,5,1,141,41,-1,1,961
122104,5,1,142,22,-1,-1,887
122104,5,1,143,32,1,-1,506
122104,5,1,144,27,-1,1,571
122104,5,1,145,38,1,1,1042
122104,5,1,146,54,1,-1,1082
122104,5,1,147,29,1,-1,755
122104,5,1,148,19,-1,1,619
122104,5,1,149,30,-1,1,666
122104,5,1,150,30,1,-1,554
122104,5,1,151,14,-1,1,1145
122104,5,1,152,34,1,-1,906
122104,5,1,153,55,1,-1,905
122104,5,1,154,45,1,-1,1369
122104,5,1,155,30,-1,1,783
122104,5,1,156,26,-1,-1,560
122104,5,1,157,35,1,-1,432
122104,5,1,158,42,-1,1,898
122104,5,1,159,36,1,-1,514
122104,5,1,160,39,-1,1,458
122105,1,1,1,29,1,-1,857
122105,1,1,2,21,1,-1,1360
122105,1,1,3,40,1,-1,979
122105,1,1,4,27,-1,1,954
122105,1,1,5,32,1,-1,531
122105,1,1,6,9,-1,-1,858
122105,1,1,7,33,1,1,643
122105,1,1,8,51,1,1,505
122105,1,1,9,8,-1,-1,485
122105,1,1,10,45,1,1,410
122105,1,1,11,32,1,1,572
122105,1,1,12,31,1,1,547
122105,1,1,13,30,1,1,427
122105,1,1,14,34,-1,1,532
122105,1,1,15,47,-1,1,601
122105,1,1,16,13,-1,1,524
122105,1,1,17,43,1,-1,401
122105,1,1,18,28,-1,1,483
122105,1,1,19,18,-1,-1,649
122105,1,1,20,17,1,-1,554
122105,1,1,21,36,1,1,707
122105,1,1,22,15,1,1,539
122105,1,1,23,37,1,-1,84
122105,1,1,24,43,-1,1,35
122105,1,1,25,32,1,-1,275
122105,1,1,26,22,1,1,619
122105,1,1,27,25,-1,1,476
122105,1,1,28,15,-1,-1,796
122105,1,1,29,19,-1,-1,564
122105,1,1,30,16,-1,-1,555
122105,1,1,31,33,-1,1,716
122105,1,1,32,46,1,-1,498
122105,1,1,33,35,1,1,987
122105,1,1,34,39,-1,1,401
122105,1,1,35,33,1,1,691
122105,1,1,36,7,-1,-1,627
122105,1,1,37,22,-1,1,539
122105,1,1,38,36,-1,-1,506
122105,1,1,39,23,-1,1,635
122105,1,1,40,43,1,-1,453
122105,1,1,41,28,-1,1,723
122105,1,1,42,39,1,-1,530
122105,1,1,43,38,-1,1,787
122105,1,1,44,50,1,-1,579
122105,1,1,45,34,-1,1,553
122105,1,1,46,21,-1,1,747
122105,1,1,47,32,-1,-1,507
122105,1,1,48,32,-1,-1,475
122105,1,1,49,31,-1,-1,91
122105,1,1,50,33,1,-1,189
122105,1,1,51,20,-1,1,145
122105,1,1,52,19,-1,-1,146
122105,1,1,53,54,1,-1,668
122105,1,1,54,22,-1,1,795
122105,1,1,55,29,-1,1,1650
122105,1,1,56,37,1,-1,508
122105,1,1,57,44,-1,-1,474
122105,1,1,58,53,1,1,89
122105,1,1,59,40,1,1,84
122105,1,1,60,24,1,1,60
122105,1,1,61,20,-1,1,108
122105,1,1,62,18,-1,-1,26
122105,1,1,63,44,1,-1,123
122105,1,1,64,30,-1,-1,685
122105,1,1,65,35,1,-1,626
122105,1,1,66,30,-1,1,1411
122105,1,1,67,36,1,-1,835
122105,1,1,68,21,-1,-1,2587
122105,1,1,69,11,-1,-1,962
122105,1,1,70,41,1,1,618
122105,1,1,71,40,-1,1,525
122105,1,1,72,12,-1,-1,1106
122105,1,1,73,39,-1,1,1234
122105,1,1,74,15,-1,-1,1268
122105,1,1,75,35,-1,1,1026
122105,1,1,76,39,1,1,1122
122105,1,1,77,24,-1,1,667
122105,1,1,78,47,1,1,914
122105,1,1,79,22,-1,-1,539
122105,1,1,80,23,-1,1,715
122105,1,1,81,25,-1,-1,1417
122105,1,1,82,14,1,1,858
122105,1,1,83,34,1,1,980
122105,1,1,84,29,1,-1,565
122105,1,1,85,49,1,1,635
122105,1,1,86,23,-1,1,1435
122105,1,1,87,22,1,1,619
122105,1,1,88,6,-1,-1,490
122105,1,1,89,42,1,1,805
122105,1,1,90,45,-1,1,475
122105,1,1,91,55,1,-1,610
122105,1,1,92,21,-1,1,563
122105,1,1,93,45,1,-1,939
122105,1,1,94,27,-1,1,506
122105,1,1,95,25,1,-1,730
122105,1,1,96,26,-1,1,605
122105,1,1,97,10,-1,1,996
122105,1,1,98,35,-1,1,730
122105,1,1,99,32,-1,-1,667
122105,1,1,100,26,-1,-1,697
122105,1,1,101,16,-1,1,556
122105,1,1,102,19,1,-1,755
122105,1,1,103,24,-1,1,498
122105,1,1,104,20,1,-1,700
122105,1,1,105,35,1,-1,875
122105,1,1,106,42,1,1,426
122105,1,1,107,36,-1,1,761
122105,1,1,108,30,1,-1,587
122105,1,1,109,25,1,1,588
122105,1,1,110,26,-1,1,1187
122105,1,1,111,38,1,-1,771
122105,1,1,112,37,1,1,689
122105,1,1,113,27,1,-1,827
122105,1,1,114,38,1,1,596
122105,1,1,115,28,1,1,643
122105,1,1,116,46,-1,-1,611
122105,1,1,117,28,-1,1,556
122105,1,1,118,27,-1,1,573
122105,1,1,119,41,-1,1,850
122105,1,1,120,17,-1,1,627
122105,1,1,121,14,-1,1,1187
122105,1,1,122,38,1,-1,693
122105,1,1,123,36,1,1,762
122105,1,1,124,17,-1,-1,691
122105,1,1,125,42,-1,1,523
122105,1,1,126,30,1,-1,563
122105,1,1,127,29,1,1,617
122105,1,1,128,26,1,1,754
122105,1,1,129,23,1,1,796
122105,1,1,130,44,1,1,451
122105,1,1,131,31,-1,1,530
122105,1,1,132,28,1,1,474
122105,1,1,133,40,1,1,538
122105,1,1,134,41,1,1,428
122105,1,1,135,31,1,1,379
122105,1,1,136,29,-1,1,301
122105,1,1,137,48,1,1,211
122105,1,1,138,26,1,1,322
122105,1,1,139,39,1,1,427
122105,1,1,140,38,-1,1,283
122105,1,1,141,47,1,1,312
122105,1,1,142,52,1,1,325
122105,1,1,143,46,1,1,242
122105,1,1,144,29,-1,1,274
122105,1,1,145,37,-1,1,220
122105,1,1,146,24,-1,1,275
122105,1,1,147,25,-1,1,330
122105,1,1,148,37,-1,1,508
122105,1,1,149,27,1,-1,659
122105,1,1,150,16,1,1,306
122105,1,1,151,18,1,1,435
122105,1,1,152,33,-1,1,491
122105,1,1,153,24,1,1,458
122105,1,1,154,31,-1,1,523
122105,1,1,155,34,1,-1,1217
122105,1,1,156,31,1,1,820
122105,1,1,157,30,-1,1,659
122105,1,1,158,14,-1,-1,891
122105,1,1,159,34,1,1,409
122105,1,1,160,23,1,1,444
122105,2,1,1,26,-1,-1,1000
122105,2,1,2,17,1,-1,625
122105,2,1,3,34,1,-1,919
122105,2,1,4,38,1,1,483
122105,2,1,5,29,-1,1,403
122105,2,1,6,43,1,1,610
122105,2,1,7,34,1,-1,666
122105,2,1,8,25,-1,-1,826
122105,2,1,9,19,-1,1,1203
122105,2,1,10,37,1,1,721
122105,2,1,11,38,-1,1,604
122105,2,1,12,45,1,1,1105
122105,2,1,13,24,-1,-1,580
122105,2,1,14,32,1,1,586
122105,2,1,15,27,-1,-1,643
122105,2,1,16,41,1,1,468
122105,2,1,17,38,1,1,651
122105,2,1,18,19,-1,-1,573
122105,2,1,19,46,1,1,675
122105,2,1,20,33,1,-1,617
122105,2,1,21,30,-1,1,1188
122105,2,1,22,15,-1,-1,2019
122105,2,1,23,49,1,1,554
122105,2,1,24,40,1,1,652
122105,2,1,25,32,1,-1,587
122105,2,1,26,9,-1,-1,601
122105,2,1,27,36,1,1,548
122105,2,1,28,30,1,1,842
122105,2,1,29,18,1,-1,731
122105,2,1,30,39,-1,1,521
122105,2,1,31,31,1,-1,869
122105,2,1,32,22,-1,-1,916
122105,2,1,33,24,1,-1,778
122105,2,1,34,43,-1,1,683
122105,2,1,35,34,-1,1,970
122105,2,1,36,20,-1,-1,723
122105,2,1,37,26,-1,-1,658
122105,2,1,38,40,-1,1,723
122105,2,1,39,27,1,-1,698
122105,2,1,40,44,-1,1,482
122105,2,1,41,46,1,-1,628
122105,2,1,42,44,1,1,395
122105,2,1,43,27,-1,-1,476
122105,2,1,44,27,1,-1,740
122105,2,1,45,31,-1,1,681
122105,2,1,46,41,1,1,612
122105,2,1,47,43,1,1,539
122105,2,1,48,22,-1,-1,514
122105,2,1,49,20,1,1,460
122105,2,1,50,15,1,-1,819
122105,2,1,51,13,-1,-1,890
122105,2,1,52,53,1,-1,851
122105,2,1,53,32,-1,1,787
122105,2,1,54,29,1,1,786
122105,2,1,55,16,1,-1,619
122105,2,1,56,30,1,1,611
122105,2,1,57,21,1,-1,724
122105,2,1,58,30,-1,1,564
122105,2,1,59,24,1,-1,682
122105,2,1,60,45,-1,1,362
122105,2,1,61,23,-1,1,563
122105,2,1,62,55,1,1,641
122105,2,1,63,11,-1,-1,666
122105,2,1,64,35,1,1,706
122105,2,1,65,42,-1,1,586
122105,2,1,66,30,1,-1,1041
122105,2,1,67,23,1,-1,987
122105,2,1,68,28,1,1,673
122105,2,1,69,30,-1,1,539
122105,2,1,70,35,-1,1,843
122105,2,1,71,31,-1,1,874
122105,2,1,72,21,-1,-1,690
122105,2,1,73,17,-1,-1,531
122105,2,1,74,24,-1,-1,595
122105,2,1,75,35,1,1,506
122105,2,1,76,50,1,1,373
122105,2,1,77,8,-1,-1,370
122105,2,1,78,18,-1,-1,483
122105,2,1,79,28,1,1,449
122105,2,1,80,31,-1,1,868
122105,2,1,81,26,1,-1,651
122105,2,1,82,39,-1,1,515
122105,2,1,83,47,1,1,612
122105,2,1,84,24,-1,-1,506
122105,2,1,85,40,1,1,451
122105,2,1,86,47,-1,1,508
122105,2,1,87,22,1,-1,545
122105,2,1,88,23,1,1,897
122105,2,1,89,37,-1,1,532
122105,2,1,90,37,-1,1,570
122105,2,1,91,54,1,1,580
122105,2,1,92,37,1,1,651
122105,2,1,93,14,-1,-1,434
122105,2,1,94,29,1,-1,548
122105,2,1,95,12,-1,-1,666
122105,2,1,96,25,-1,-1,585
122105,2,1,97,41,-1,1,388
122105,2,1,98,33,1,1,1057
122105,2,1,99,16,-1,-1,538
122105,2,1,100,46,-1,1,372
122105,2,1,101,48,1,1,665
122105,2,1,102,29,-1,-1,628
122105,2,1,103,37,1,-1,756
122105,2,1,104,38,-1,1,731
122105,2,1,105,36,1,-1,753
122105,2,1,106,32,-1,1,596
122105,2,1,107,21,-1,-1,692
122105,2,1,108,15,-1,-1,651
122105,2,1,109,34,1,1,507
122105,2,1,110,36,-1,1,669
122105,2,1,111,16,-1,-1,626
122105,2,1,112,19,1,1,482
122105,2,1,113,28,-1,1,564
122105,2,1,114,17,-1,-1,480
122105,2,1,115,25,1,-1,301
122105,2,1,116,45,1,1,499
122105,2,1,117,44,1,1,541
122105,2,1,118,31,1,1,522
122105,2,1,119,52,1,1,524
122105,2,1,120,33,1,1,659
122105,2,1,121,14,1,-1,554
122105,2,1,122,47,1,1,531
122105,2,1,123,51,1,1,371
122105,2,1,124,32,-1,-1,635
122105,2,1,125,23,-1,-1,787
122105,2,1,126,36,-1,1,506
122105,2,1,127,31,1,-1,690
122105,2,1,128,39,1,1,460
122105,2,1,129,21,-1,-1,553
122105,2,1,130,42,1,1,396
122105,2,1,131,35,1,-1,618
122105,2,1,132,10,-1,-1,508
122105,2,1,133,22,1,-1,618
122105,2,1,134,39,1,1,395
122105,2,1,135,27,-1,-1,683
122105,2,1,136,28,-1,-1,635
122105,2,1,137,18,-1,-1,715
122105,2,1,138,26,1,-1,612
122105,2,1,139,28,-1,1,586
122105,2,1,140,32,1,-1,570
122105,2,1,141,36,1,1,548
122105,2,1,142,42,1,1,498
122105,2,1,143,35,-1,1,444
122105,2,1,144,25,1,-1,602
122105,2,1,145,7,-1,-1,580
122105,2,1,146,38,1,1,354
122105,2,1,147,14,-1,-1,452
122105,2,1,148,39,1,1,393
122105,2,1,149,33,-1,1,411
122105,2,1,150,26,-1,-1,907
122105,2,1,151,40,1,1,706
122105,2,1,152,22,-1,-1,730
122105,2,1,153,29,1,-1,563
122105,2,1,154,29,-1,-1,586
122105,2,1,155,23,-1,-1,490
122105,2,1,156,25,-1,-1,437
122105,2,1,157,6,-1,-1,385
122105,2,1,158,34,-1,1,412
122105,2,1,159,20,-1,-1,418
122105,2,1,160,33,-1,1,596
122105,3,1,1,55,1,-1,633
122105,3,1,2,30,1,1,778
122105,3,1,3,42,1,-1,441
122105,3,1,4,47,1,1,524
122105,3,1,5,31,-1,-1,594
122105,3,1,6,26,-1,1,404
122105,3,1,7,33,-1,-1,593
122105,3,1,8,42,1,1,293
122105,3,1,9,37,-1,-1,579
122105,3,1,10,23,1,-1,613
122105,3,1,11,19,-1,1,580
122105,3,1,12,40,1,1,819
122105,3,1,13,38,1,1,434
122105,3,1,14,46,-1,1,451
122105,3,1,15,29,-1,1,484
122105,3,1,16,6,-1,1,639
122105,3,1,17,35,1,1,979
122105,3,1,18,41,1,1,562
122105,3,1,19,29,1,-1,586
122105,3,1,20,50,1,1,635
122105,3,1,21,43,-1,1,419
122105,3,1,22,27,1,-1,1011
122105,3,1,23,34,-1,1,372
122105,3,1,24,52,1,1,609
122105,3,1,25,23,1,-1,484
122105,3,1,26,9,-1,-1,691
122105,3,1,27,32,-1,1,378
122105,3,1,28,14,-1,-1,837
122105,3,1,29,16,-1,-1,451
122105,3,1,30,11,-1,-1,538
122105,3,1,31,46,1,1,460
122105,3,1,32,27,-1,-1,706
122105,3,1,33,31,-1,-1,570
122105,3,1,34,43,1,1,539
122105,3,1,35,23,-1,-1,420
122105,3,1,36,22,1,-1,597
122105,3,1,37,47,-1,1,466
122105,3,1,38,30,-1,1,580
122105,3,1,39,21,-1,1,506
122105,3,1,40,29,-1,-1,762
122105,3,1,41,37,1,1,547
122105,3,1,42,18,-1,-1,1027
122105,3,1,43,54,1,1,523
122105,3,1,44,21,-1,-1,547
122105,3,1,45,33,1,-1,548
122105,3,1,46,19,-1,1,409
122105,3,1,47,17,-1,-1,500
122105,3,1,48,28,1,1,433
122105,3,1,49,44,1,1,477
122105,3,1,50,19,1,-1,521
122105,3,1,51,26,1,1,675
122105,3,1,52,53,1,1,547
122105,3,1,53,24,-1,-1,793
122105,3,1,54,14,1,-1,507
122105,3,1,55,34,1,1,443
122105,3,1,56,35,-1,1,691
122105,3,1,57,46,1,1,580
122105,3,1,58,16,-1,-1,363
122105,3,1,59,30,1,-1,642
122105,3,1,60,10,-1,-1,595
122105,3,1,61,25,-1,-1,642
122105,3,1,62,25,1,-1,501
122105,3,1,63,41,-1,1,554
122105,3,1,64,25,1,-1,650
122105,3,1,65,25,-1,1,444
122105,3,1,66,39,-1,-1,690
122105,3,1,67,32,-1,-1,711
122105,3,1,68,34,1,-1,540
122105,3,1,69,25,-1,1,931
122105,3,1,70,47,1,1,346
122105,3,1,71,38,-1,-1,260
122105,3,1,72,27,-1,-1,460
122105,3,1,73,22,-1,-1,475
122105,3,1,74,30,-1,-1,443
122105,3,1,75,32,1,-1,532
122105,3,1,76,35,-1,1,577
122105,3,1,77,45,-1,1,380
122105,3,1,78,26,1,1,402
122105,3,1,79,40,-1,-1,331
122105,3,1,80,48,1,1,625
122105,3,1,81,24,1,1,259
122105,3,1,82,7,-1,1,212
122105,3,1,83,45,1,1,1147
122105,3,1,84,30,-1,-1,587
122105,3,1,85,14,-1,1,522
122105,3,1,86,33,1,-1,620
122105,3,1,87,51,1,1,643
122105,3,1,88,39,1,-1,618
122105,3,1,89,22,1,-1,685
122105,3,1,90,31,1,-1,731
122105,3,1,91,22,-1,-1,764
122105,3,1,92,32,1,1,457
122105,3,1,93,23,-1,1,476
122105,3,1,94,21,-1,-1,536
122105,3,1,95,42,-1,1,469
122105,3,1,96,30,1,-1,554
122105,3,1,97,33,-1,1,699
122105,3,1,98,38,1,-1,339
122105,3,1,99,18,-1,-1,83
122105,3,1,100,20,-1,-1,601
122105,3,1,101,29,1,-1,763
122105,3,1,102,16,1,-1,114
122105,3,1,103,35,1,1,748
122105,3,1,104,44,1,1,571
122105,3,1,105,43,1,1,530
122105,3,1,106,24,1,-1,516
122105,3,1,107,22,-1,-1,666
122105,3,1,108,23,-1,-1,611
122105,3,1,109,49,1,1,364
122105,3,1,110,28,1,-1,739
122105,3,1,111,36,-1,1,569
122105,3,1,112,12,-1,-1,1171
122105,3,1,113,37,1,-1,363
122105,3,1,114,31,1,1,747
122105,3,1,115,40,1,1,667
122105,3,1,116,38,-1,1,557
122105,3,1,117,37,-1,-1,731
122105,3,1,118,27,1,-1,642
122105,3,1,119,31,1,1,556
122105,3,1,120,21,1,-1,457
122105,3,1,121,41,1,1,898
122105,3,1,122,37,1,1,565
122105,3,1,123,45,1,1,540
122105,3,1,124,32,1,1,410
122105,3,1,125,27,-1,-1,468
122105,3,1,126,36,1,1,939
122105,3,1,127,38,1,-1,690
122105,3,1,128,26,-1,-1,434
122105,3,1,129,35,1,-1,571
122105,3,1,130,34,1,-1,731
122105,3,1,131,28,-1,-1,324
122105,3,1,132,13,-1,-1,578
122105,3,1,133,39,-1,1,531
122105,3,1,134,44,-1,1,722
122105,3,1,135,28,-1,1,148
122105,3,1,136,39,1,1,76
122105,3,1,137,17,1,-1,457
122105,3,1,138,34,-1,1,739
122105,3,1,139,36,1,-1,556
122105,3,1,140,15,-1,-1,627
122105,3,1,141,17,-1,-1,490
122105,3,1,142,39,1,1,549
122105,3,1,143,29,1,1,554
122105,3,1,144,36,1,-1,484
122105,3,1,145,24,-1,1,474
122105,3,1,146,31,-1,-1,515
122105,3,1,147,40,1,-1,570
122105,3,1,148,20,-1,-1,722
122105,3,1,149,32,-1,1,285
122105,3,1,150,24,-1,-1,730
122105,3,1,151,15,-1,-1,596
122105,3,1,152,20,1,-1,452
122105,3,1,153,26,-1,1,513
122105,3,1,154,28,-1,-1,587
122105,3,1,155,33,1,-1,554
122105,3,1,156,18,1,-1,525
122105,3,1,157,29,-1,-1,449
122105,3,1,158,15,1,1,266
122105,3,1,159,36,-1,-1,314
122105,3,1,160,8,-1,1,372
122105,4,1,1,25,-1,1,768
122105,4,1,2,35,-1,-1,618
122105,4,1,3,36,1,-1,387
122105,4,1,4,41,-1,1,724
122105,4,1,5,23,1,1,674
122105,4,1,6,6,-1,-1,755
122105,4,1,7,28,-1,1,860
122105,4,1,8,16,-1,1,1178
122105,4,1,9,19,-1,-1,507
122105,4,1,10,20,-1,-1,449
122105,4,1,11,24,-1,-1,451
122105,4,1,12,38,1,1,733
122105,4,1,13,27,1,-1,531
122105,4,1,14,17,-1,-1,802
122105,4,1,15,28,1,1,635
122105,4,1,16,14,1,-1,611
122105,4,1,17,26,-1,1,474
122105,4,1,18,46,1,1,589
122105,4,1,19,30,1,1,890
122105,4,1,20,29,1,1,619
122105,4,1,21,54,1,1,538
122105,4,1,22,29,-1,1,747
122105,4,1,23,27,-1,-1,425
122105,4,1,24,25,1,1,467
122105,4,1,25,29,1,1,643
122105,4,1,26,34,1,-1,396
122105,4,1,27,19,1,-1,547
122105,4,1,28,17,1,1,586
